Item_Fat_Content	Item_Identifier	Item_Type	Outlet_Establishment_Year	Outlet_Identifier	Outlet_Location_Type	Outlet_Size	Outlet_Type	Item_Visibility	Item_Weight	Sales	Rating
Low Fat	DRC27	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0580915	13.8	245.18	4
Low Fat	DRJ51	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0879773	14.1	229.067	4
Low Fat	FDG29	Frozen Foods	2014	OUT013	Tier 3	High	Supermarket Type1	0.0562451	17.6	43.3454	4
Low Fat	DRP47	Hard Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	0.141399	15.75	250.538	4
Low Fat	FDB53	Frozen Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.139735	13.35	147.539	4
Low Fat	FDJ22	Snack Foods	2018	OUT019	Tier 1	Small	Grocery Store	0.0924639	NULL	190.95	4
Low Fat	FDH27	Dairy	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0583469	7.075	142.213	4
Low Fat	NCW53	Health and Hygiene	2018	OUT019	Tier 1	Small	Grocery Store	0.0533929	NULL	193.816	4
Low Fat	FDW24	Baking Goods	2018	OUT019	Tier 1	Small	Grocery Store	0.0656525	NULL	48.9034	4
Low Fat	FDZ27	Dairy	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0171911	7.935	51.535	4
Low Fat	FDX08	Fruits and Vegetables	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0226041	12.85	181.432	4
Low Fat	DRH15	Dairy	2014	OUT013	Tier 3	High	Supermarket Type1	0	8.775	45.9428	4
Low Fat	FDS26	Dairy	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.089036	NULL	260.559	4
Low Fat	FDK41	Frozen Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.127542	14.3	84.9224	4
Low Fat	FDN09	Snack Foods	2011	OUT010	Tier 3	Small	Grocery Store	0.0583731	14.15	243.983	4
Low Fat	FDK24	Baking Goods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0	9.195	43.6744	4
Low Fat	FDE22	Snack Foods	2018	OUT019	Tier 1	Small	Grocery Store	0.0517782	NULL	157.892	4
Low Fat	FDL46	Snack Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0537952	NULL	117.747	4
Low Fat	FDB21	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	0.148493	7.475	240.685	4
Low Fat	NCJ42	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0143013	19.75	103.033	4
Low Fat	FDJ08	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.111298	11.1	191.785	4
Low Fat	FDB16	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0449956	8.21	89.2198	4
Low Fat	NCZ06	Household	2018	OUT019	Tier 1	Small	Grocery Store	0.164865	NULL	255.27	4
Low Fat	FDM14	Canned	2016	OUT046	Tier 1	Small	Supermarket Type1	0.013264	13.8	106.925	4
Low Fat	FDA23	Baking Goods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.047187	9.8	100.602	4
Low Fat	FDW49	Canned	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0825522	19.5	179.8	4
Low Fat	DRK23	Hard Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0720886	8.395	253.704	4
Low Fat	DRK39	Dairy	2014	OUT013	Tier 3	High	Supermarket Type1	0.0498239	7.02	82.225	4
Low Fat	FDM52	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0260461	15.1	147.208	4
Low Fat	FDH58	Snack Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0370146	12.3	115.183	4
Low Fat	FDF46	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0936535	7.07	113.383	4
Low Fat	NCO54	Household	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0143032	19.5	57.2614	4
Low Fat	NCR17	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0244826	9.8	116.249	4
Low Fat	NCK42	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.01312	7.475	217.619	4
Low Fat	DRK12	Soft Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	0	9.5	32.89	4
Low Fat	NCR30	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0712822	20.6	74.4696	4
Low Fat	NCZ41	Health and Hygiene	2014	OUT013	Tier 3	High	Supermarket Type1	0.0643676	19.85	126.17	4
Low Fat	FDA43	Fruits and Vegetables	2014	OUT013	Tier 3	High	Supermarket Type1	0.0646219	10.895	196.679	4
Low Fat	NCO18	Household	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0247013	13.15	176.869	4
Low Fat	FDZ33	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.107377	10.195	147.608	4
Low Fat	NCY05	Health and Hygiene	2016	OUT046	Tier 1	Small	Supermarket Type1	0.05499	13.5	35.2874	4
Low Fat	FDO34	Snack Foods	2011	OUT010	Tier 3	Medium	Grocery Store	0.0501116	17.7	165.982	4
Low Fat	FDZ12	Baking Goods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.103139	9.17	141.747	4
Low Fat	FDA23	Baking Goods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0472604	9.8	102.802	4
Low Fat	FDO12	Baking Goods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0550159	15.75	194.345	4
Low Fat	FDH24	Baking Goods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0214645	20.7	156.629	4
Low Fat	FDW47	Breads	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0464473	15	121.541	4
Low Fat	FDW25	Canned	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0374571	5.175	83.4224	4
Low Fat	FDC38	Canned	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.122684	15.7	132.294	4
Low Fat	FDB15	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.137023	10.895	263.757	4
Low Fat	DRC27	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0581928	13.8	246.98	4
Low Fat	FDS50	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0555196	17	219.811	4
Low Fat	DRH51	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0973677	17.6	89.3856	4
Low Fat	FDB05	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0833277	5.155	247.278	4
Low Fat	FDO16	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0151317	5.48	83.025	4
Low Fat	FDZ04	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0380141	9.31	62.351	4
Low Fat	FDH16	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0526371	10.5	88.583	4
Low Fat	FDL16	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.168715	12.85	47.306	4
Low Fat	FDD08	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0354093	8.3	36.2506	4
Low Fat	FDN31	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0729949	11.5	189.253	4
Low Fat	FDV43	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0769751	16	46.2086	4
Low Fat	FDI32	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.174645	17.7	113.283	4
Low Fat	FDE08	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0493964	18.2	146.473	4
Low Fat	DRK11	Hard Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0107812	8.21	149.939	4
Low Fat	DRP47	Hard Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.140822	15.75	252.938	4
Low Fat	NCM53	Health and Hygiene	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0521218	18.75	104.828	4
Low Fat	NCV54	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0331604	11.1	119.612	4
Low Fat	NCG42	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0412919	19.2	130.131	4
Low Fat	FDV03	Meat	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0581816	17.6	154.431	4
Low Fat	FDL15	Meat	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0467073	17.85	152.668	4
Low Fat	FDL10	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0395536	8.395	99.1042	4
Low Fat	FDX09	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0653507	9	175.437	4
Low Fat	FDI46	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0744609	9.5	253.672	4
Low Fat	FDZ33	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.107564	10.195	149.008	4
Low Fat	FDQ22	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0297859	16.75	38.9822	4
Low Fat	FDV45	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0451175	16.75	187.956	4
Low Fat	FDU34	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0753118	18.25	122.605	4
Low Fat	FDY46	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0479644	18.6	185.09	4
Low Fat	FDP10	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.128289	19	104.962	4
Low Fat	FDR21	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0670395	19.7	178.337	4
Low Fat	DRK49	Soft Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0359996	14.15	41.5138	4
Low Fat	DRE25	Soft Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0733971	15.35	91.912	4
low fat	FDO24	Baking Goods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0	11.1	156.46	4
low fat	NCD54	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.029054	21.1	144.679	4
Low Fat	FDK24	Baking Goods	2018	OUT019	Tier 1	Small	Grocery Store	0.177354	NULL	46.6744	4
Low Fat	FDN60	Baking Goods	2018	OUT019	Tier 1	Small	Grocery Store	0.16661	NULL	157.66	4
Low Fat	FDW36	Baking Goods	2018	OUT019	Tier 1	Small	Grocery Store	0.0996817	NULL	107.462	4
Low Fat	FDR23	Breads	2018	OUT019	Tier 1	Small	Grocery Store	0.143199	NULL	175.837	4
Low Fat	FDA13	Canned	2018	OUT019	Tier 1	Small	Grocery Store	0.13754	NULL	38.8506	4
Low Fat	FDH38	Canned	2018	OUT019	Tier 1	Small	Grocery Store	0.018276	NULL	115.281	4
Low Fat	FDS01	Canned	2018	OUT019	Tier 1	Small	Grocery Store	0.0310692	NULL	179.669	4
Low Fat	FDY13	Canned	2018	OUT019	Tier 1	Small	Grocery Store	0.0527492	NULL	74.967	4
Low Fat	FDL40	Frozen Foods	2018	OUT019	Tier 1	Small	Grocery Store	0	NULL	98.241	4
Low Fat	NCK05	Health and Hygiene	2018	OUT019	Tier 1	Small	Grocery Store	0.135612	NULL	61.1536	4
Low Fat	NCM05	Health and Hygiene	2018	OUT019	Tier 1	Small	Grocery Store	0.104784	NULL	266.023	4
Low Fat	NCY29	Health and Hygiene	2018	OUT019	Tier 1	Small	Grocery Store	0.135227	NULL	56.293	4
Low Fat	NCG30	Household	2018	OUT019	Tier 1	Small	Grocery Store	0.19666	NULL	125.805	4
Low Fat	FDG31	Meat	2018	OUT019	Tier 1	Small	Grocery Store	0.0663517	NULL	65.0826	4
Low Fat	FDV15	Meat	2018	OUT019	Tier 1	Small	Grocery Store	0.255929	NULL	103.365	4
Low Fat	FDE46	Snack Foods	2018	OUT019	Tier 1	Small	Grocery Store	0.0276107	NULL	149.537	4
Low Fat	DRF25	Soft Drinks	2018	OUT019	Tier 1	Small	Grocery Store	0.0681531	NULL	36.019	4
Low Fat	DRF49	Soft Drinks	2018	OUT019	Tier 1	Small	Grocery Store	0.124448	NULL	112.052	4
Low Fat	DRH37	Soft Drinks	2018	OUT019	Tier 1	Small	Grocery Store	0.0728649	NULL	165.253	4
Low Fat	FDZ12	Baking Goods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.102979	9.17	144.947	4
Low Fat	FDS23	Breads	2016	OUT046	Tier 1	Small	Supermarket Type1	0.140889	4.635	127.099	4
Low Fat	FDR35	Breads	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0206977	12.5	198.874	4
Low Fat	FDX13	Canned	2016	OUT046	Tier 1	Small	Supermarket Type1	0.047783	7.725	249.109	4
Low Fat	FDG02	Canned	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0112612	7.855	189.519	4
Low Fat	FDO50	Canned	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0781687	16.25	91.3804	4
Low Fat	FDC28	Frozen Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0549869	7.905	108.625	4
Low Fat	FDH41	Frozen Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0820115	9	213.353	4
Low Fat	FDC17	Frozen Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0154607	12.15	211.893	4
Low Fat	FDG40	Frozen Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0398243	13.65	32.8558	4
Low Fat	FDG29	Frozen Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0562919	17.6	42.5454	4
Low Fat	FDD05	Frozen Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0166115	19.35	122.01	4
Low Fat	FDO32	Fruits and Vegetables	2016	OUT046	Tier 1	Small	Supermarket Type1	0.120544	6.36	45.806	4
Low Fat	DRH59	Hard Drinks	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0584335	10.8	74.738	4
Low Fat	NCM17	Health and Hygiene	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0711359	7.93	42.7086	4
Low Fat	NCP29	Health and Hygiene	2016	OUT046	Tier 1	Small	Supermarket Type1	0.112271	8.42	63.2168	4
Low Fat	NCN41	Health and Hygiene	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0522093	17	122.373	4
Low Fat	NCP17	Health and Hygiene	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0277144	19.35	65.6168	4
Low Fat	NCA05	Health and Hygiene	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0251306	20.75	150.073	4
Low Fat	NCB31	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.118674	6.235	261.691	4
Low Fat	NCE07	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.01313	8.18	142.615	4
Low Fat	NCD19	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0131794	8.93	55.1614	4
Low Fat	NCP18	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0285983	12.15	150.471	4
Low Fat	NCG06	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0294454	16.35	257.665	4
Low Fat	NCC30	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0275792	16.6	178.734	4
Low Fat	NCI30	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0589355	20.25	246.646	4
Low Fat	FDS03	Meat	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0796286	7.825	63.4826	4
Low Fat	FDL43	Meat	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0270644	10.1	76.367	4
Low Fat	FDV03	Meat	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0580913	17.6	156.231	4
Low Fat	NCL31	Others	2016	OUT046	Tier 1	Small	Supermarket Type1	0.120281	7.39	142.747	4
Low Fat	FDR58	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0419215	6.675	92.3462	4
Low Fat	FDF22	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0568307	6.865	214.022	4
Low Fat	FDZ10	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0444635	17.85	127.102	4
Low Fat	FDW45	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.039011	18	147.742	4
Low Fat	FDN45	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.118103	19.35	224.809	4
Low Fat	DRZ24	Soft Drinks	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0817875	7.535	120.844	4
Low Fat	FDK48	Baking Goods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0377085	7.445	74.7354	4
Low Fat	FDZ48	Baking Goods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0761137	17.75	111.454	4
Low Fat	FDP24	Baking Goods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0831724	20.6	121.076	4
Low Fat	FDS37	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0320097	7.655	117.249	4
Low Fat	FDU13	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.187939	8.355	146.942	4
Low Fat	FDX01	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0242133	10.1	116.715	4
Low Fat	FDA13	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0787143	15.85	37.2506	4
Low Fat	FDZ15	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0209131	13.1	120.178	4
Low Fat	DRF51	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.166175	15.75	37.4506	4
Low Fat	FDD39	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0702972	16.7	216.385	4
Low Fat	FDS50	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0555458	17	220.511	4
Low Fat	FDO16	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0151388	5.48	81.925	4
Low Fat	FDK40	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0218937	7.035	262.791	4
Low Fat	FDC28	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0550984	7.905	109.225	4
Low Fat	FDE29	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.143419	8.905	61.4878	4
Low Fat	FDH41	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0821778	9	214.153	4
Low Fat	FDX40	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0991939	12.85	38.1164	4
Low Fat	FDS40	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0140478	15.35	36.719	4
Low Fat	FDJ04	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.124704	18	120.312	4
Low Fat	FDP19	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.173868	11.5	128.865	4
Low Fat	FDD33	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.108412	12.85	233.264	4
Low Fat	FDZ56	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0257892	16.25	166.947	4
Low Fat	FDY55	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0814851	16.75	258.099	4
Low Fat	FDI32	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0	17.7	115.083	4
Low Fat	FDL44	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0123	18.25	160.489	4
Low Fat	DRK47	Hard Drinks	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0641943	7.905	229.469	4
Low Fat	DRP35	Hard Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0910516	18.85	127.434	4
Low Fat	NCH29	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0345437	5.51	99.7726	4
Low Fat	NCY05	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0551015	13.5	37.0874	4
Low Fat	NCV41	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0170733	14.35	109.523	4
Low Fat	NCM41	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0357283	16.5	95.212	4
Low Fat	NCW41	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0154817	18	159.36	4
Low Fat	NCA17	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0455103	20.6	149.639	4
Low Fat	NCO26	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0770115	7.235	117.349	4
Low Fat	NCR42	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0385599	9.105	33.89	4
Low Fat	NCF42	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	0.167723	17.35	176.371	4
Low Fat	NCM19	Others	2015	OUT045	Tier 2	Small	Supermarket Type1	0.047333	12.65	113.82	4
Low Fat	NCQ38	Others	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0133935	16.35	106.028	4
Low Fat	FDQ46	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.104024	7.51	112.454	4
Low Fat	FDI22	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0964076	12.6	210.861	4
Low Fat	FDH33	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.121972	12.85	43.1428	4
Low Fat	FDB34	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0266638	15.25	87.0198	4
Low Fat	FDV45	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0451388	16.75	187.956	4
Low Fat	FDM21	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0644946	20.2	259.265	4
Low Fat	DRZ24	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0	7.535	121.644	4
Low Fat	DRL37	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0534804	15.5	42.377	4
Low Fat	DRH25	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0146226	18.7	52.0324	4
Low Fat	FDJ48	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.056754	11.3	247.512	4
Low Fat	FDH24	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0215524	20.7	157.029	4
Low Fat	FDK38	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0535913	6.65	149.773	4
Low Fat	FDE02	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.121936	8.71	94.4778	4
Low Fat	FDY25	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0341666	12	181.298	4
Low Fat	FDB50	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.154487	13	77.2986	4
Low Fat	FDT37	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0354697	14.15	256.301	4
Low Fat	FDH27	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.058677	7.075	142.013	4
Low Fat	FDP26	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.140342	7.785	105.631	4
Low Fat	FDZ15	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0209888	13.1	117.778	4
Low Fat	FDD03	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0802577	13.3	232.63	4
Low Fat	FDE53	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0270322	10.895	106.328	4
Low Fat	FDS40	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0140987	15.35	37.219	4
Low Fat	FDY31	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0438093	5.98	146.842	4
Low Fat	FDZ19	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0939835	6.425	175.571	4
Low Fat	FDQ20	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0299533	8.325	39.5138	4
Low Fat	FDJ56	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.18444	8.985	99.67	4
Low Fat	FDG57	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0727073	14.7	49.5034	4
Low Fat	FDI44	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	0.1008	16.1	78.4328	4
Low Fat	DRF23	Hard Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	0.123346	4.61	172.54	4
Low Fat	DRK59	Hard Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0758766	8.895	235.962	4
Low Fat	DRL35	Hard Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0308773	15.7	42.177	4
Low Fat	NCR17	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0245212	9.8	117.549	4
Low Fat	NCO26	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0772904	7.235	116.949	4
Low Fat	NCE31	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.185889	7.67	35.4216	4
Low Fat	NCQ30	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0292367	7.725	123.841	4
Low Fat	NCR42	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0386996	9.105	33.79	4
Low Fat	NCI18	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0.0141034	18.35	225.475	4
Low Fat	NCJ42	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0.0143822	19.75	102.233	4
Low Fat	FDS39	Meat	2020	OUT017	Tier 2	High	Supermarket Type1	0.0225876	6.895	143.781	4
Low Fat	FDR33	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0269405	7.31	108.457	4
Low Fat	FDJ09	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0587251	15	43.6744	4
Low Fat	FDT57	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0191425	15.2	237.525	4
Low Fat	FDS10	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0353846	19.2	180.332	4
Low Fat	DRM37	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0969431	15.35	196.577	4
low fat	DRG36	Soft Drinks	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0955717	14.15	171.011	4
low fat	DRF27	Dairy	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.028578	8.93	152.234	4
Low Fat	FDW23	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0819968	5.765	40.1164	4
Low Fat	FDP23	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0355801	6.71	217.517	4
Low Fat	FDP25	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0212035	15.2	216.382	4
Low Fat	FDD50	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.141615	18.85	169.013	4
Low Fat	FDZ15	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0	13.1	117.878	4
Low Fat	FDC53	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.00883402	8.68	100.038	4
Low Fat	FDD29	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.018407	12.15	254.77	4
Low Fat	FDI52	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.104658	18.7	121.207	4
Low Fat	FDA31	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	0.109991	7.1	172.908	4
Low Fat	FDH08	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0174258	7.51	227.901	4
